Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Amount_Term_ in_year,Income_Category,Has_Coapplicant,ApplicantIncome_log,CoapplicantIncome_log,LoanAmount_log,Total_income_log,EMI_log
0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,0.6443772964730164,-0.8954779297775296,0.2462897747967712,0.19032259729812623,0.16607004834727823
0.0,0.0,1.205008368681069,1.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.18652363753916648,0.0761617999422131,-0.9719188426653014,-0.08297016862756403,-0.8479933755264554
0.0,-1.0,1.8075125530216039,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.31162246099427265,0.08790834639340378,0.37000414687432753,0.3743294324787185,0.2690525900343643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5728507729015057,0.18333532433320446,0.7430711006471213,1.0189590986247163,0.5796016594253951
0.0,0.0,0.37203159919933515,1.0,0.0,-2.6859974725261093,-0.5,-15.0,-0.6174755443508477,0.0,-0.5270173966082832,0.0971501837607927,-0.12455561339486511,-0.16759900037514397,1.1419167695939956
-1.0,0.0,0.0,1.0,0.0,-4.3499657550808735,0.0,0.0,0.0,0.0,-0.36147447845221264,0.14708930685194652,0.14230862571894376,0.20177329888234305,0.07951387189216524
0.0,-1.0,0.07431231399128967,0.0,0.0,0.0,-0.5,0.0,0.0,-0.8766609163509337,2.3979120122698765,-0.8954779297775296,2.8210426261708252,2.3230954980451712,2.309350480505538
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.30461411378281067,0.08274375284955504,0.8667854727246757,0.3487481908033362,0.6825842011124812
0.0,0.0,1.205008368681069,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,1.0298502176227562,0.2534922773307577,2.989393790241847,1.7308746164389428,2.4494896614338844
0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-20.0,-1.0,-1.0,-0.04837154140633123,-0.8954779297775296,-3.5890810863194793,-0.6522475184475834,-0.9906182604663668
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.5558946653160327,0.07757556308876384,-0.310937413221194,-0.34976009765488925,-0.2977780168012372
0.0,-1.0,0.0,0.0,0.0,-2.2437566063803485,-0.5,0.0,0.0,-1.0,0.8341621408930986,-0.8954779297775296,-0.2502332568981271,0.4211523433563365,-0.2472465530421147
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06810968573663982,0.10845197113524872,0.14877261675298795,0.26558195104578225,0.08489463901686958
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.6118618213735554,-0.8954779297775296,-1.1432561178375225,-1.3376042371495154,-0.9906182604663668
-1.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,-0.5558946653160327,-0.8954779297775296,-1.394371127890251,-1.269533024931101,-1.19965187197592
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5897620692221853,0.15443861065163075,0.06411276488544743,0.12572175706881422,0.014421931781965732
0.0,0.0,1.8075125530216039,0.0,0.0,-4.3499657550808735,-0.5,0.0,0.0,0.0,-0.1632481411590129,0.1172686899373823,0.061918399942221834,0.1427419902653281,0.012595294541300253
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.18234119092217832,0.09060621410972386,0.37000414687432753,-0.010883167228559618,0.2690525900343643
0.0,0.0,1.205008368681069,0.0,0.0,-4.3499657550808735,-0.5,0.0,-0.5390504426584679,0.0,0.5730187849989016,-0.8954779297775296,-0.6436957147821282,0.10353133041380974,-0.5747732849075187
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-5.0,0.0,0.0,0.9194354909978479,0.2730174263635591,0.7430711006471213,1.7906904677358946,0.9174815877102567
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.8954779297775296,-0.17236824307980375,-0.5934146297973549,-0.18243001720354496
0.0,-1.0,0.034874355372305016,1.0,0.0,-4.098179534266338,0.5,-15.0,-0.05788234551512117,-0.9421176544848789,-0.23672155541213283,0.10286983343899236,0.02530418675939966,0.012516601860775547,1.2666633358775798
0.0,0.0,1.06679368191919,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.7423918560301381,-0.8954779297775296,-0.545562552769954,-1.4963640941065663,-0.49308510043798287
0.0,0.0,1.8075125530216039,0.0,0.0,-4.3499657550808735,0.0,0.0,0.0,0.0,0.5290668569269266,0.3124346461271058,3.0579002978287897,1.9088138554982195,2.506515972564383
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,-0.2251819537125541,0.13718908294026674,0.5574398063689819,0.2176120402596376,0.42507812121075733
0.0,-1.0,0.24025876739668392,0.0,0.0,-1.7346226593885647,0.5,-15.0,0.0,-0.3987669689956709,-0.47868314460615624,0.13795412034849996,-0.07971967803284492,0.10844670446530207,1.179239180118815
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.6720006974785507,0.053032403678663846,-0.4154770791845982,-0.563011249163615,-0.3847991148938769
0.0,0.0,1.8075125530216039,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.46130509783541906,-0.8954779297775296,-0.6405459314184746,-0.03234275435817939,-0.5721513365347828
0.0,-1.0,0.0,0.0,0.0,-4.3499657550808735,-0.5,0.0,0.0,-1.0,0.707564314894457,0.190845352331746,1.138344315796426,1.1547968722697357,0.9086357051333858
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5258318859748591,0.19299576685429962,-1.2968539698464658,1.0409633686833262,-1.118476462645511
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.12749367962903715,0.07108835587540165,0.8787870426401866,-0.05891595575756021,0.6925745696798422
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,0.3806344817622086,-0.8954779297775296,-0.0060122711826519105,-0.13046006124555767,-0.04395167775843857
0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.511116571593674,0.10966468530635505,-0.09689369904463142,-0.13349466288177297,-0.11960336055169447
-1.0,-1.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.3162748682169061,-0.8954779297775296,-0.9719188426653014,-0.20873877362884596,-0.8479933755264554
0.0,-1.0,0.0,1.0,0.0,-4.3499657550808735,-0.5,0.0,0.0,-1.0,0.654621465712082,-0.8954779297775296,-0.1916435654607913,0.20278228021567646,-0.19847521597307655
0.0,0.0,0.0,0.0,0.0,-4.3499657550808735,0.5,0.0,0.0,0.0,-0.23209314635801417,0.09243674115775648,-0.4154770791845982,-0.0387073160499649,-0.3847991148938769
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.604736045766113,-0.8954779297775296,0.2142563325275793,0.14210810545045088,0.1394047123117848
0.0,0.0,0.0,0.0,0.0,0.0,0.5,-5.0,0.0,0.0,-0.30000272443677983,0.14223465885109698,-0.6169871313879279,0.20305810738343977,-0.2146605492567359
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.3192484306401598,0.1314760645097278,0.3090061989437392,0.12283028220022726,0.21827656773316712
0.0,0.0,0.0,1.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,0.0,-0.32105092895862797,0.0763685135668367,-0.06949200357140389,-0.18353853968819198,-0.0967935915735239
0.0,0.0,1.8075125530216039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3636474863847774,-0.8954779297775296,1.624447991308989,1.065149856513162,1.3132790071770295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8896042672615,-0.8954779297775296,-0.5936750248949796,1.7048556799067238,-0.5331349716298114
0.0,0.0,1.8075125530216039,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.9006164143195907,-0.8954779297775296,1.9430313714489558,1.7182494317457708,1.578474761519212
0.0,0.0,1.205008368681069,0.0,0.0,-4.3499657550808735,0.0,0.0,-0.47052935407168794,0.0,0.7222311644615154,-0.8954779297775296,0.8647940465998628,0.28501397601357564,0.6809264945706193
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6875526167020742,0.3085753266970418,2.2798449244131227,2.4886629455657086,1.858845709343798
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.999437419178274,0.07952924137817836,-0.7373562198491518,-0.6261956663934858,-0.6527383321815053
0.0,0.0,0.0,1.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,0.0,-0.5021228739194142,0.08247326428887276,-0.17236824307980375,-0.28531986896023137,-0.18243001720354496
0.0,0.0,1.205008368681069,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0947031530799594,0.14782838642335358,0.6120753293468316,1.2751859118400528,0.4705579222086157
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0915639271075207,0.06862581513886404,-0.17236824307980375,0.11237926035077923,-0.18243001720354496
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,-0.15896594168908254,-0.8954779297775296,-1.101325982123578,-0.7867602473787786,-0.9557147009478387
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4836888272442944,0.24920305250676086,0.10460903164145662,-0.12741248116864376,0.39308191317991986,-0.14500786044565078
0.0,0.0,0.0,0.0,0.0,-1.6692270292298879,0.5,0.0,0.0,0.0,0.03303046282417647,0.10613786649867547,-0.3385231353155787,0.22863710618619545,-0.3207409735527178
0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.45088857156435813,0.1311976232495689,-0.5936750248949796,0.04037196598394112,-0.5331349716298114
0.0,0.0,1.8075125530216039,1.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.4775606648203942,0.0584416559507617,0.7174813266325314,-0.3909929875215442,0.5583001733897344
0.0,0.0,0.0,0.0,0.0,-0.748287998697201,-0.5,-15.0,0.0,0.0,-0.6521729329631059,0.23419660882359336,-1.053934038901525,0.7958991497034321,0.36828189726228316
0.0,0.0,0.6025041843405345,1.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.09458956748061241,0.009023507349365193,0.16532500398956704,-0.2589148866160634,0.09867320718147284
-1.0,-1.0,0.0,0.0,1.0,0.0,0.5,0.0,-1.0,-1.0,-0.10916020087386831,-0.8954779297775296,-0.060094748367626516,-0.7261829840058955,-0.08897111137566573
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.13332707078357828,-0.8954779297775296,-0.060094748367626516,-0.4312528197450352,-0.08897111137566573
0.0,-1.0,0.0,0.0,0.0,-4.3499657550808735,-0.5,0.0,0.0,-1.0,0.7541162439271576,-0.8954779297775296,-0.3941727460077491,0.32379486401646,-0.3670649232825329
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.6506801046360784,0.11286195696054645,0.181755232273728,-0.19923323648797592,0.11235008756963963
-1.0,-1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,-1.0,2.1630904625679506,-0.8954779297775296,-0.0060122711826519105,2.037488926812787,-0.04395167775843857
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2.340007077967325,-0.8954779297775296,0.04678749590954072,2.2526674229192682,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.04647919474595,-0.8954779297775296,-0.3314563218607811,-0.649945912645473,-0.31485840389664443
-1.0,0.0,0.0,0.0,0.0,-0.057048806108821376,-0.5,0.0,-0.9868852286843439,0.0,0.2783003264648237,-0.8954779297775296,-0.8844388983756813,-0.2549260962050766,-0.7751731618495653
-1.0,-1.0,0.6025041843405345,1.0,0.0,0.0,-0.5,0.0,-1.0,-1.0,0.2818840463298368,-0.8954779297775296,-0.9719188426653014,-0.25056732272707594,-0.8479933755264554
0.0,0.0,1.205008368681069,1.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.6815839951284325,-0.8954779297775296,-0.23070221339471797,-1.4224052744064277,-0.23098848643267414
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,10.0,-1.0,-1.0,0.0,-0.8954779297775296,-0.23070221339471797,-0.5934146297973549,-0.764123458062485
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.1757120010779336,-0.8954779297775296,3.080275218103824,2.052840134323723,2.52514134422714
0.0,0.0,1.205008368681069,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,2.111957757525757,-0.8954779297775296,2.5834938922534763,1.9752977157272835,2.1116097331490233
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.2596497642912341,0.03264105308366888,-0.9995749228833503,-0.3257282673823228,-0.8710148999146727
0.0,0.0,1.8075125530216039,1.0,1.0,0.0,0.5,-25.0,0.0,0.0,0.87516584429384,-0.8954779297775296,-0.0060122711826519105,0.47102394649915197,3.276552883590119
0.0,0.0,1.8075125530216039,0.0,0.0,0.0,-0.5,-15.0,0.0,0.0,0.7364968313687792,-0.8954779297775296,0.5014296616037612,0.3023648887253721,1.6630005660476117
0.0,0.0,0.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,-2.353029736667004,0.21435994960517185,0.6521896727851418,0.18196411794810854,0.5039499766321396
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.4934697470577154,-0.8954779297775296,0.181755232273728,1.223048868709871,0.11235008756963963
0.0,0.0,0.0,0.0,0.0,-1.4711811515882551,-0.5,-15.0,0.0,0.0,-0.6814314236105211,0.2152945796499154,-0.6512441046636205,0.6178979844625836,0.7034897817078148
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.7782800893743806,0.21925096697015067,1.211687422782458,0.3301960739459374,0.9696881070961452
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5850737804987111,-0.8954779297775296,1.581217781962793,0.11819346825973069,1.277293238010735
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,1.13251182759132,-0.8954779297775296,1.14897099863549,0.7840263264055845,0.9174815877102567
0.0,0.0,0.39004272449289823,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1632321611999217,0.14131457981508255,0.5782024044532427,0.5084440605062664,0.4423613607150905
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.7224579147998392,0.042040749328044136,-0.8646071865191629,-0.6559367083127524,-0.7586648123450327
-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,-1.0,-0.021370571469335676,-0.8954779297775296,-0.6643567020030525,-0.6194070297724901,-0.591971941312947
-1.0,-1.0,0.0,0.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,-1.0,0.30474776955469485,-0.8954779297775296,-0.5620855184551914,-0.22275884601722162,-0.5068391774615282
0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,1.2755524337515072,-0.8954779297775296,0.8907242606651911,0.9580024249547617,0.7025113703299498
-1.0,-1.0,0.6025041843405345,0.0,0.0,0.0,-0.5,0.0,-1.0,-1.0,0.022481938875539155,-0.8954779297775296,-0.25049155105357696,-0.5660705062062733,-0.24746156273083883
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,0.6094320768611882,-0.8954779297775296,0.04678749590954072,0.14781975048970544,0.0
-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.307016428919462,-0.8954779297775296,1.2832164456932178,0.9962711604630605,1.029230425907141
0.0,-1.0,0.0,0.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,-1.0,-0.31188484160454394,-0.8954779297775296,-0.7873872203422333,-0.9727510252137853,-0.6943852282324794
0.0,-1.0,0.0,1.0,0.0,-2.186191238542167,-0.5,0.0,0.0,-1.0,0.7863461439733086,-0.8954779297775296,-0.14451276996952317,0.36299514718905723,-0.15924251382281818
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.18526756329850166,-0.09507139776718847,0.16532500398956704,-0.5889738465099458,0.09867320718147284
0.0,0.0,0.0,0.0,0.0,-4.3499657550808735,-0.5,0.0,0.0,0.0,-0.05711013648036054,0.09813828899596719,-0.11552381468938967,0.12051348691417674,-0.1351114751611992
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2.1872099910662803,0.1874346169089266,3.0638531655561163,2.4235383652374436,2.511471269500318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8619626652826342,-0.8954779297775296,2.7753500760652843,1.671236009247982,2.271315005184342
0.0,-1.0,0.0,0.0,0.0,-2.3502864787166504,-0.5,0.0,0.0,-1.0,0.8301135025182761,-0.8954779297775296,-0.2575135668371766,0.41622810311577646,-0.25330684182831176
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23166017463871,0.10548290666373306,0.4584774773378881,0.030001446602098046,0.34269972002947113
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.0,0.0,0.32639730061913025,-0.8954779297775296,0.5155648572020809,-0.19642715565936839,-0.14291447145213435
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-15.0,0.0,0.0,0.03928236604643433,0.1531511401823541,0.2778688266515353,0.4848234887769726,1.476903650883749
-1.0,-1.0,0.0,0.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,-1.0,-0.7703471470049991,-0.8954779297775296,-0.5251685173080368,-1.5303652955008527,-0.4761086604993121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0471485468577026,-0.8954779297775296,-0.2906058944918852,1.8964721715356365,-0.2808536171543626
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.053771791396617245,-0.8954779297775296,-0.7373562198491518,-0.5280135752974371,-0.6527383321815053
-1.0,-1.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.07862256342039077,-0.8954779297775296,-0.25049155105357696,-0.6890409502458066,-0.24746156273083883
0.0,0.0,0.5232781485245878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13236275203397108,0.11910771010723227,0.8084950413221338,0.1878955928009381,0.6340619746236502
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.5,-15.0,0.0,0.0,1.5666377013681925,-0.8954779297775296,0.8907242606651911,1.3120409079040134,1.9870578813227393
-1.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5946855036328118,-0.8954779297775296,3.062393308087946,1.346154628069689,2.510256052302443
0.0,-1.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.5062028724758267,-0.8954779297775296,0.9953731466265444,1.2385357961079526,0.7896233855311119
0.0,0.0,1.3050711257650807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9591226664513075,0.3659476765637163,1.5084681008155685,2.1576860074640667,1.216734816659578
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.14884173419632285,-0.8954779297775296,-0.22077681977349656,-0.7744464704186881,-0.22272637229675551
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2.276395320774013,0.21362483557385575,3.371981581737269,2.569791047610998,2.76796408380696
-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,-1.0,-0.12709250773508682,-0.8954779297775296,0.16532500398956704,-0.7479935234705261,0.09867320718147284
0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.9993432147156414,-0.8954779297775296,1.624447991308989,1.8383279466250577,1.3132790071770295
-1.0,-1.0,0.0,0.0,0.0,-4.3499657550808735,0.5,0.0,-1.0,-1.0,-0.6118618213735554,0.0791825261181243,-0.4154770791845982,-0.3796106010810161,-0.3847991148938769
0.0,0.0,0.6025041843405345,0.0,0.0,-4.3499657550808735,0.5,0.0,0.0,0.0,0.9038290124138454,0.06480307036808079,-0.2906058944918852,0.8509914662189303,-0.2808536171543626
-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.34439664478408183,-0.8954779297775296,-0.8909540718580973,-1.0122941789084812,-0.7805965343606498
0.0,0.0,0.6025041843405345,1.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.890923286375755,0.11387499852956928,0.09836399165925827,-0.32914025407918246,0.04293340001183822
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5617318425754715,-0.8954779297775296,-2.3305309649854733,0.08980335302270091,-1.9789317392252685
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.48900310932437513,0.2357934543743972,0.8907242606651911,0.8431187501752337,0.7025113703299498
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4442247962412082,-0.8954779297775296,0.4728871446518159,-0.05311702477812097,0.3546946413949808
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.4078848912433405,0.08939271109026595,-0.2906058944918852,-0.18142484398967465,-0.2808536171543626
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.8213003121746266,0.10122007099733271,0.14877261675298795,-0.37726529388864155,0.08489463901686958
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.249963754629255,0.12145574420019599,0.6785365581240762,0.1071290834581038,0.5258816986477565
-1.0,-1.0,0.0,0.0,0.0,-1.7958083492869623,0.0,0.0,0.0,-1.0,1.5741755411827312,-0.8954779297775296,1.3039897438553856,1.3212089616310334,1.0465225723897051
0.0,0.0,1.4117308603586414,0.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,0.0,-0.17552958439265579,-0.8954779297775296,-0.45675953786022977,-0.8069061207268201,-0.41916353391904326
0.0,-1.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,-1.0,0.9194354909978479,-0.8954779297775296,-0.09689369904463142,0.5248678207979552,-0.11960336055169447
0.0,0.0,1.205008368681069,1.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.15178138189360335,0.13459056495976457,0.3090061989437392,0.24929777433199013,0.21827656773316712
0.0,-1.0,0.21205397591474667,0.0,0.0,-2.8189763322148282,0.0,0.0,0.0,-1.0,1.7617416142028406,-0.8954779297775296,1.2995349259744666,1.5493400810397768,1.0428142848203152
0.0,0.0,1.8075125530216039,1.0,0.0,-0.7082986255473385,0.0,0.0,-1.0,0.0,0.36724827584542163,-0.8954779297775296,-0.061293965568366825,-0.14674131132059204,-0.08996936593003302
0.0,0.0,1.205008368681069,1.0,0.0,0.0,0.5,-15.0,0.0,0.0,0.18380320635301406,0.15169221750605674,0.13209624044184526,0.5737181113015621,1.3555593706350266
0.0,-1.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.1648389121570775,-0.8954779297775296,0.42937528740496295,3.255886217383773,0.31847442237307566
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-1.0200544232988722,0.1025601058219556,-0.35216610680929505,-0.4799696915983022,-0.3320976805948583
-1.0,-1.0,0.917403922014992,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.08643253014726528,-0.8954779297775296,-0.3519625648296019,-0.4882892756310308,-0.33192824781145075
0.0,0.0,1.8075125530216039,0.0,0.0,0.0,-0.5,-15.0,-1.0,0.0,0.1243412070053188,-0.8954779297775296,-2.5427186675265885,-0.4421820625957347,-0.8710148999146727
0.0,0.0,1.8075125530216039,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5747753283153234,-0.8954779297775296,0.04678749590954072,0.10566776258735269,0.0
0.0,-1.0,0.0,1.0,0.0,-4.3499657550808735,0.5,10.0,-1.0,-1.0,-0.6506801046360784,0.046853455761264866,-0.4587072885307943,-0.5783639710199782,-0.9539198556899826
0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,0.088482631156985,0.11723016358902318,0.2462897747967712,0.32379486401646,0.16607004834727823
0.0,-1.0,0.6025041843405345,1.0,1.0,-3.813090695478316,0.0,0.0,-0.12342052554677552,-1.0,0.04206497313837611,0.1061076724659915,0.566240307519345,0.23455445893032756,0.4324038503185788
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.1481106837496341,0.10069190950149465,0.16532500398956704,0.06512103158067696,0.09867320718147284
0.0,0.0,1.205008368681069,0.0,0.0,-4.3499657550808735,-0.5,0.0,-1.0,0.0,-0.6500068181987323,0.03064844635532035,0.0,-0.6545908209391783,-0.038946932090624255
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355477722044001,-0.02537649868570234,-0.0060122711826519105,0.10186232412272778,-0.04395167775843857
0.0,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.18763461528656786,0.08926430956269192,0.9725392456617541,0.2753823106257736,0.7706159483312426
0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.7896059278046668,0.6142937453854311,0.1570806065252746,1.772240054881522,0.9210376170743543,1.436304344429985
0.0,0.0,0.0,0.0,0.0,-1.2899521053017924,-0.5,0.0,0.0,0.0,0.967731381962469,-0.8954779297775296,0.7477794880946566,0.583608698032296,0.583521023832716
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.215785242959911,0.20027998054073995,-0.09689369904463142,3.508818002575077,-0.11960336055169447
0.0,0.0,1.8075125530216039,0.0,0.0,-4.3499657550808735,-0.5,0.0,0.0,0.0,-0.13433162366808124,0.11723016358902318,-0.04192088558393392,0.16229650667860274,-0.07384279159917392
-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.912092079615153,0.06300596285406393,-0.5027935970330001,-0.6745060888383823,-0.4574832888365554
-1.0,-1.0,0.8944999532862844,0.0,0.0,-2.1081539822545348,0.0,-21.184357024533846,-1.0,-0.5153630853778203,-0.22591008689243103,-0.8954779297775296,-0.8615058886843142,-0.8681824498975891,2.065597920028378
0.0,0.0,1.205008368681069,1.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.29550831639536534,-0.8954779297775296,-0.2906058944918852,-0.23399652220259715,-0.2808536171543626
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,-0.7792028925006296,-0.8954779297775296,-0.11316043194962831,-1.541136279296523,-0.13314414382020037
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,-0.0624566806179803,-0.8954779297775296,-0.5936750248949796,-0.6693788606122029,-0.5331349716298114
0.0,0.0,1.8075125530216039,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.20096085012736087,-0.21636227214398693,-0.023894181198532236,-0.27794311223234014,-0.058836969683136064
-1.0,0.0,0.0,0.0,1.0,-4.3499657550808735,-0.5,0.0,0.0,0.0,0.5250842689767176,-0.8954779297775296,-0.3941727460077491,0.04522998293459486,-0.3670649232825329
-1.0,-1.0,0.2493510766742876,0.0,1.0,-4.3499657550808735,0.5,0.0,0.0,-0.5861421660544772,1.814178761168344,-0.8954779297775296,1.316629721998053,1.613117846619795,1.0570443658898583
